what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668116224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668119253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668120074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668121519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668121918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668122801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668124147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668129292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668129877
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668131146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668134722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668144298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668149132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668152714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668155969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668159364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668159577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668160172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668161141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668162798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407668163863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407670245892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407670246738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407670248107
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407670269029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407670269839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407670270804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407670281503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407670282231
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1407670286309
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407670286610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407670288397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407670290198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407670290287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407670292816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407670293174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407670293907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407670294191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407670300713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407670301310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407685477214
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1407685483270
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1407685483552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407685486016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407685490635
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407685492929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407685497062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407685497582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407685543955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407685544326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407685545190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407685563107
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407685563841
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407685564086
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1407685564560
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1407685564560
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1407685564560
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1407685564566
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1407685564584
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1407685564597
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1407685564598
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1407685564618
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1407685564660
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1407722245528
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1407722245529
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1407722245641
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1407722245813
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1407722245864
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1407722245896
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1407722245916
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1407722245967
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1407722245982
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1407722246004
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1407722246077
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1407722246110
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1407722246182
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1407722246232
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1407722246266
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1407722246307
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1407722246327
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1407722246425
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1407722246510
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1407722246536
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1407722246583
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1407722246606
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1407722246623
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1407722246704
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1407722246716
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1407722246739
